Release Date,Season,Episode,Episode Title,Sentence,Character,word_count
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Aye, you shouldo ve.",jon snow,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Woah! It's me. It's me. I promised you, didn't I?",sam tarly,10
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,We held them off.,sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,For one night.,jon snow,3
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,This is a great victory.,sam tarly,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Great victory? Mance was testing our defenses. He almost made it through. And he has more giants, he has more mammoths. He has a thousand times as many men. They'll hit us again tonight. Maybe we can hold them off for a day or two, but we can never beat them.",jon snow,51
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Where are you going?,sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I'm going to find Mance.,jon snow,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,To...you can't do that. No one gave you any orders.,sam tarly,11
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Who's left to give orders? The Wildling army is only an army because of Mance. He united a hundred warring tribes. Without Mance they lose their leader. They lose their purpose, they go back to fighting each other, scatter back to their home.",jon snow,43
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Without Mance? You're going to kill him?,sam tarly,7
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I'm going to try.,jon snow,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"They'll never let you within a hundred yards of him. And if you did, even if you managed to kill him.",sam tarly,21
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,He'll kill me. If I don't go he'll kill me anyway. They'll kill the rest of us too.,jon snow,18
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,He won't just kill ya. They'll boil you. They'll filet you. They'll make it last days!,sam tarly,16
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,You're right. It's a bad plan. What's your plan?,jon snow,9
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"They held the gate. Get some brothers down here to help you. You need to burn the bodies. Raise the outer gate, then lower it again as soon as I'm out.",jon snow,31
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,What are you doing?,sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I promised Jeor I'd never lose it again. *he hands the sword to Sam* In case I don't come back.,jon snow,20
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Jon. Come back.,sam tarly,3
2014-06-15,Season 4,Episode 10,The Children,You're wearing a black cloak again.,mance,6
2014-06-15,Season 4,Episode 10,The Children,I've been sent to negotiate with you.,jon snow,7
2014-06-15,Season 4,Episode 10,The Children,"It appears my trusting nature got the better of me. It's happened before. I was hoping your loyalty was real when you pledged yourself to us, Jon Snow, truly I was.",mance,31
2014-06-15,Season 4,Episode 10,The Children,"The Halfhand ordered me to join your army and bring back whatever information I could to Castle Black. He made me kill him so you'd trust me. I was loyal, to him and to my Night's Watch vows.",jon snow,38
2014-06-15,Season 4,Episode 10,The Children,"All of your vows? She wasn't enough to turn ya, eh? Were you enough to turn her?",mance,17
2014-06-15,Season 4,Episode 10,The Children,She put three arrows in me when I escaped.,jon snow,9
2014-06-15,Season 4,Episode 10,The Children,Did you see her again at Castle Black?,mance,8
2014-06-15,Season 4,Episode 10,The Children,Yes.,jon snow,1
2014-06-15,Season 4,Episode 10,The Children,And?,mance,1
2014-06-15,Season 4,Episode 10,The Children,She's dead.,jon snow,2
2014-06-15,Season 4,Episode 10,The Children,Your doing?,mance,2
2014-06-15,Season 4,Episode 10,The Children,No.,jon snow,1
2014-06-15,Season 4,Episode 10,The Children,We'll drink to her.,mance,4
2014-06-15,Season 4,Episode 10,The Children,"Of all the ways I'd kill you, poison would be the last.",mance,12
2014-06-15,Season 4,Episode 10,The Children,Ygritte.,mance,1
2014-06-15,Season 4,Episode 10,The Children,Ygritte.,jon snow,1
2014-06-15,Season 4,Episode 10,The Children,That's not wine.,jon snow,3
2014-06-15,Season 4,Episode 10,The Children,"No, it's a proper Northern drink, Jon Snow. You did well. Fought hard. Killed some of our strongest men. One of our giants went into your tunnel and never came out again. Mag the Mighty.",mance,35
2014-06-15,Season 4,Episode 10,The Children,He's dead. He killed my friend Grenn.,jon snow,7
2014-06-15,Season 4,Episode 10,The Children,He was their king. Last of a bloodline that stretches back before the First Men.,mance,15
2014-06-15,Season 4,Episode 10,The Children,Grenn came from a farm.,jon snow,5
2014-06-15,Season 4,Episode 10,The Children,Mag and Grenn.,mance,3
2014-06-15,Season 4,Episode 10,The Children,Grenn and Mag.,jon snow,3
2014-06-15,Season 4,Episode 10,The Children,"Kullback, could I trouble you for something to eat? I don't imagine our guest has eaten anything in quite some time. So. You're here to strike a bargain?",mance,28
2014-06-15,Season 4,Episode 10,The Children,Turn your army around and go home.,jon snow,7
2014-06-15,Season 4,Episode 10,The Children,You know I know you're low on arrows. You're low on oil. You're low on men. How many are left? 50?,mance,21
2014-06-15,Season 4,Episode 10,The Children,I told Tormund and Orell. We have more than a thousand men.,jon snow,12
2014-06-15,Season 4,Episode 10,The Children,"I showed you everything I had. The whole army, a hundred thousand strong, and what did you do? You fired on us with everything you had. It wasn't much. Soon as I saw that I sent four hundred men to climb the wall. An unmanned stretch five miles west of here. A lot of them will die climbing, but most of them will be over by the end of the day. This is me being honest with you, Jon Snow, which is more than you've ever done for me. My people have bled enough. We're not here to conquer, we're here to hide behind your wall just like you. We need your tunnel. Now we both know that winter is coming and if my people aren't south of the wall when it comes in earnest, we'll all end up worse than dead. Wanna strike a bargain with me? Here's a bargain. You go back, you open the gates to us and I swear to you that no one else will die. Refuse and we'll kill every last man in Castle Black.",mance,181
2014-06-15,Season 4,Episode 10,The Children,"Ah! Oh, that's why you're here. I reckon you could do it before any of them could stop ya. They'd kill you of course, they'd kill ya slow, but ya knew that when you came in here. Are you capable of that, Jon Snow? Killing a man in his own tent when he's just offered ya peace? Is that what the Night's Watch is? Is that what you are?",mance,69
2014-06-15,Season 4,Episode 10,The Children,You attacking us?,mance,3
2014-06-15,Season 4,Episode 10,The Children,"No, it's like you said, we don't have the men.",jon snow,10
2014-06-15,Season 4,Episode 10,The Children,Hold! To me. To me.,mance,5
2014-06-15,Season 4,Episode 10,The Children,Stand down! I said my people have bled enough and I meant it.,mance,13
2014-06-15,Season 4,Episode 10,The Children,You're the king beyond the wall?,stannis baratheon,6
2014-06-15,Season 4,Episode 10,The Children,You know who I am?,stannis baratheon,5
2014-06-15,Season 4,Episode 10,The Children,Never had the pleasure.,mance,4
2014-06-15,Season 4,Episode 10,The Children,"This is Stannis Baratheon, the one true king of the seven kingdoms.",davos,12
2014-06-15,Season 4,Episode 10,The Children,We're not in the seven kingdoms and you're not dressed for this weather.,mance,13
2014-06-15,Season 4,Episode 10,The Children,It is customary to kneel when surrendering to a king.,stannis baratheon,10
2014-06-15,Season 4,Episode 10,The Children,We do not kneel.,mance,4
2014-06-15,Season 4,Episode 10,The Children,"I'll have thousands of your men in chains by nightfall, I'll have nowhere to put them and nothing to feed them. I'm not here to slaughter beat dogs. Their fate depends on their king.",stannis baratheon,34
2014-06-15,Season 4,Episode 10,The Children,"All the same, we do not kneel.",mance,7
2014-06-15,Season 4,Episode 10,The Children,Take these men away.,stannis baratheon,4
2014-06-15,Season 4,Episode 10,The Children,What are men of the Night's Watch doing in a Wildling camp?,davos,12
2014-06-15,Season 4,Episode 10,The Children,I was sent to discuss terms with the king beyond the wall.,jon snow,12
2014-06-15,Season 4,Episode 10,The Children,You're speaking to the one true king boy. You'll address him as your grace.,davos,14
2014-06-15,Season 4,Episode 10,The Children,"I know he's the king. My father died for him. My name is Jon Snow, your grace. I'm Ned Stark's son.",jon snow,21
2014-06-15,Season 4,Episode 10,The Children,Your father was an honorable man.,stannis baratheon,6
2014-06-15,Season 4,Episode 10,The Children,"He was, your grace.",jon snow,4
2014-06-15,Season 4,Episode 10,The Children,What do you think he'd have done with him?,stannis baratheon,9
2014-06-15,Season 4,Episode 10,The Children,"I was this man's prisoner once. He couldo ve tortured me, he couldo ve killed me, but he spared my life. I think my father wouldo ve taken him prisoner, listened to what he had to say.",jon snow,37
2014-06-15,Season 4,Episode 10,The Children,Very well. *to Davos* Take him.,stannis baratheon,6
2014-06-15,Season 4,Episode 10,The Children,"Your grace. If my father'd seen the things that I've seen, he'd also tell you to burn the dead before nightfall. All of them.",jon snow,24
2014-06-15,Season 4,Episode 10,The Children,I would suggest milk of the poppy to ease his pain but he is completely insensate.,pycelle,16
2014-06-15,Season 4,Episode 10,The Children,Bloody Martells.,cersei lannister,2
2014-06-15,Season 4,Episode 10,The Children,The cause appears to be manticore venom.,pycelle,7
2014-06-15,Season 4,Episode 10,The Children,"It is, yes, manticore.",qyburn,4
2014-06-15,Season 4,Episode 10,The Children,"I've read a good deal about it. It's a horrible poison, usually Mantari in origin. Oh! Yes, yes. There's nothing to be done.",pycelle,23
2014-06-15,Season 4,Episode 10,The Children,Yes there is.,qyburn,3
2014-06-15,Season 4,Episode 10,The Children,May I ask what you think you're doing?,pycelle,8
2014-06-15,Season 4,Episode 10,The Children,Saving him.,qyburn,2
2014-06-15,Season 4,Episode 10,The Children,"Your grace. I wish it were otherwise, but Ser Gregor is beyond saving. Well, well beyond. This man is not even a Maester, let alone Grand Maester.",pycelle,27
2014-06-15,Season 4,Episode 10,The Children,That's for the best. No Maester knows how to save him.,qyburn,11
2014-06-15,Season 4,Episode 10,The Children,"That is exactly the sort of arrogance that had him expelled from the citadel, your grace. His curiosity was deemed dangerous and unnatural. Rightly so in my opinion.",pycelle,28
2014-06-15,Season 4,Episode 10,The Children,"You're dismissed, Grand Maester.",cersei lannister,4
2014-06-15,Season 4,Episode 10,The Children,Your grace. This is my laboratory!,pycelle,6
2014-06-15,Season 4,Episode 10,The Children,Not anymore.,cersei lannister,2
2014-06-15,Season 4,Episode 10,The Children,You can save him?,cersei lannister,4
2014-06-15,Season 4,Episode 10,The Children,"Difficult to say, your grace, but if my past work is any guide. We stand a chance.",qyburn,17
2014-06-15,Season 4,Episode 10,The Children,Do everything you can. Come to me with anything you need.,cersei lannister,11
2014-06-15,Season 4,Episode 10,The Children,"Thank you, your grace. You should know, the process may change him, somewhat.",qyburn,13
2014-06-15,Season 4,Episode 10,The Children,Will it weaken him?,cersei lannister,4
2014-06-15,Season 4,Episode 10,The Children,Oh no.,qyburn,2
2014-06-15,Season 4,Episode 10,The Children,Very well then.,cersei lannister,3
2014-06-15,Season 4,Episode 10,The Children,"Not another word. We've been over this, the matter's closed.",tywin lannister,10
2014-06-15,Season 4,Episode 10,The Children,I'm opening it again.,cersei lannister,4
2014-06-15,Season 4,Episode 10,The Children,You are betrothed to Loras Tyrell. Still betrothed to Loras Tyrell and you will marry Loras Tyrell as soon as Tommen marries Margaery.,tywin lannister,23
2014-06-15,Season 4,Episode 10,The Children,I will not.,cersei lannister,3
2014-06-15,Season 4,Episode 10,The Children,"Jaime cannot marry or inherit lands. Tyrion's sentence will be carried out tomorrow. You have, on several occasions, made great claims about your commitment to this family's future. Your role in that future is more vital now than it ever was.",tywin lannister,41
2014-06-15,Season 4,Episode 10,The Children,"I don't care. I will stay in King's Landing where I belong with my son, the king.",cersei lannister,17
2014-06-15,Season 4,Episode 10,The Children,"When you were nine years old, I was called to the capital. I decided to take your brother with me and not you. You insisted that you would not be left at Casterly Rock under any circumstances and if you recall-",tywin lannister,41
2014-06-15,Season 4,Episode 10,The Children,I'm not interested in hearing another one of your smug stories about the time you won. This isn't going to be one of those times.,cersei lannister,25
2014-06-15,Season 4,Episode 10,The Children,Do you think you'll be the first person dragged into a sept to be married against her will?,tywin lannister,18
2014-06-15,Season 4,Episode 10,The Children,"When you marched into the throne room to tell me we'd won the Battle at Blackwater, do you remember?! I was sitting on the iron throne with Tommen. I was about to give him essence of nightshade, that's how far I was willing to go when I thought someone awful had come to take my son away. Someone awful is coming to take him away.",cersei lannister,65
